observer,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
HM,11_Gough_Island_100m2_134.jpg,55581,{},3,1,"{""name"":""point"",""cx"":30,""cy"":212}",{}
HM,11_Gough_Island_100m2_134.jpg,55581,{},3,2,"{""name"":""point"",""cx"":316,""cy"":30}",{}
HM,12_Gough_Island_100m2_151.jpg,56763,{},2,0,"{""name"":""point"",""cx"":46,""cy"":266}",{}
HM,12_Gough_Island_100m2_151.jpg,56763,{},2,1,"{""name"":""point"",""cx"":145,""cy"":233}",{}
HM,13_Gough_Island_100m2_164.jpg,51976,{},2,0,"{""name"":""point"",""cx"":267,""cy"":51}",{}
HM,13_Gough_Island_100m2_164.jpg,51976,{},2,1,"{""name"":""point"",""cx"":109,""cy"":267}",{}
HM,14_Gough_Island_100m2_165.jpg,53222,{},1,0,"{""name"":""point"",""cx"":107,""cy"":228}",{}
HM,15_Gough_Island_100m2_166.jpg,51382,{},1,0,"{""name"":""point"",""cx"":85,""cy"":318}",{}
HM,16_Gough_Island_100m2_168.jpg,53435,{},1,0,"{""name"":""point"",""cx"":83,""cy"":223}",{}
HM,17_Gough_Island_100m2_169.jpg,54083,{},1,0,"{""name"":""point"",""cx"":217,""cy"":89}",{}
HM,18_Gough_Island_100m2_171.jpg,55973,{},2,0,"{""name"":""point"",""cx"":249,""cy"":29}",{}
HM,18_Gough_Island_100m2_171.jpg,55973,{},2,1,"{""name"":""point"",""cx"":163,""cy"":27}",{}
HM,19_Gough_Island_100m2_199.jpg,51385,{},2,0,"{""name"":""point"",""cx"":217,""cy"":128}",{}
HM,19_Gough_Island_100m2_199.jpg,51385,{},2,1,"{""name"":""point"",""cx"":43,""cy"":203}",{}
HM,20_Gough_Island_100m2_254.jpg,51146,{},1,0,"{""name"":""point"",""cx"":233,""cy"":155}",{}
HM,21_Gough_Island_100m2_203.jpg,49872,{},3,0,"{""name"":""point"",""cx"":260,""cy"":313}",{}
HM,21_Gough_Island_100m2_203.jpg,49872,{},3,1,"{""name"":""point"",""cx"":15,""cy"":303}",{}
HM,21_Gough_Island_100m2_203.jpg,49872,{},3,2,"{""name"":""point"",""cx"":9,""cy"":301}",{}
HM,22_Gough_Island_100m2_204.jpg,54957,{},2,0,"{""name"":""point"",""cx"":204,""cy"":305}",{}
HM,22_Gough_Island_100m2_204.jpg,54957,{},2,1,"{""name"":""point"",""cx"":119,""cy"":151}",{}
HM,23_Gough_Island_100m2_222.jpg,57986,{},3,0,"{""name"":""point"",""cx"":126,""cy"":113}",{}
HM,23_Gough_Island_100m2_222.jpg,57986,{},3,1,"{""name"":""point"",""cx"":71,""cy"":177}",{}
HM,23_Gough_Island_100m2_222.jpg,57986,{},3,2,"{""name"":""point"",""cx"":223,""cy"":223}",{}
HM,24_Gough_Island_100m2_102.jpg,51255,{},1,0,"{""name"":""point"",""cx"":213,""cy"":96}",{}
HM,25_Gough_Island_100m2_239.jpg,51683,{},1,0,"{""name"":""point"",""cx"":65,""cy"":97}",{}
HM,26_Gough_Island_100m2_240.jpg,31451,{},2,0,"{""name"":""point"",""cx"":289,""cy"":143}",{}
HM,26_Gough_Island_100m2_240.jpg,31451,{},2,1,"{""name"":""point"",""cx"":198,""cy"":150}",{}
HM,27_Gough_Island_100m2_286.jpg,30664,{},2,0,"{""name"":""point"",""cx"":244,""cy"":88}",{}
HM,27_Gough_Island_100m2_286.jpg,30664,{},2,1,"{""name"":""point"",""cx"":269,""cy"":141}",{}
HM,28_Gough_Island_100m2_257.jpg,30687,{},4,0,"{""name"":""point"",""cx"":59,""cy"":143}",{}
HM,28_Gough_Island_100m2_257.jpg,30687,{},4,1,"{""name"":""point"",""cx"":121,""cy"":219}",{}
HM,28_Gough_Island_100m2_257.jpg,30687,{},4,2,"{""name"":""point"",""cx"":255,""cy"":170}",{}
HM,28_Gough_Island_100m2_257.jpg,30687,{},4,3,"{""name"":""point"",""cx"":218,""cy"":133}",{}
HM,29_Gough_Island_100m2_260.jpg,32344,{},1,0,"{""name"":""point"",""cx"":309,""cy"":327}",{}
HM,30_Gough_Island_100m2_224.jpg,32814,{},1,0,"{""name"":""point"",""cx"":229,""cy"":57}",{}
