observer,filename,file_size,region_count,region_id,cx,cy,tile_ID,observer_ID,georef_lat,georef_long,pixel_width,pixel_height,matched_nest_ID,nearby_nest,distance_to_nest_m,cluster
CA,21_Gough_Island_100m2_203.jpg,49872.0,3.0,2.0,171.0,104.0,203.0,obs8,-40.3384834730866,-9.91741282941186,335.0,334.0,,False,53.8,33
CA,22_Gough_Island_100m2_204.jpg,54957.0,2.0,0.0,204.0,306.0,204.0,obs8,-40.33903720965864,-9.91611661586497,334.0,334.0,13286.0,True,2.89,28
CA,22_Gough_Island_100m2_204.jpg,54957.0,2.0,1.0,321.0,159.0,204.0,obs8,-40.33864105443048,-9.915702955405171,334.0,334.0,13338.0,True,3.32,26
CA,23_Gough_Island_100m2_222.jpg,57986.0,4.0,0.0,224.0,223.0,222.0,obs8,-40.337901560176064,-9.917213225379818,335.0,335.0,13331.0,True,5.59,24
CA,23_Gough_Island_100m2_222.jpg,57986.0,4.0,1.0,127.0,113.0,222.0,obs8,-40.33760511748832,-9.91755617001445,335.0,335.0,,False,24.54,22
CA,23_Gough_Island_100m2_222.jpg,57986.0,4.0,2.0,70.0,180.0,222.0,obs8,-40.33778567803449,-9.917757694181192,335.0,335.0,,False,35.79,21
CA,23_Gough_Island_100m2_222.jpg,57986.0,4.0,3.0,234.0,81.0,222.0,obs8,-40.33751887961552,-9.917177870262844,335.0,335.0,13374.0,True,9.27,25
CA,25_Gough_Island_100m2_239.jpg,51683.0,6.0,0.0,150.0,213.0,239.0,obs8,-40.336968060840825,-9.918638680370716,334.0,334.0,,False,12.59,4
CA,25_Gough_Island_100m2_239.jpg,51683.0,6.0,1.0,225.0,207.0,239.0,obs8,-40.33695189123967,-9.918373520556075,334.0,334.0,,False,28.15,6
CA,25_Gough_Island_100m2_239.jpg,51683.0,6.0,2.0,173.0,163.0,239.0,obs8,-40.33683331416457,-9.918557364694228,334.0,334.0,,False,11.05,3
CA,25_Gough_Island_100m2_239.jpg,51683.0,6.0,3.0,255.0,315.0,239.0,obs8,-40.33724294406037,-9.918267456630218,334.0,334.0,,False,55.26,7
CA,25_Gough_Island_100m2_239.jpg,51683.0,6.0,4.0,48.0,33.0,239.0,obs8,-40.33648297280632,-9.91899929771863,334.0,334.0,13246.0,True,1.13,2
CA,25_Gough_Island_100m2_239.jpg,51683.0,6.0,5.0,64.0,98.0,239.0,obs8,-40.33665814348545,-9.918942730291503,334.0,334.0,,False,20.91,1
CA,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,288.0,144.0,240.0,obs8,-40.3367914804276,-9.916971276170376,335.0,334.0,13264.0,True,1.71,20
CA,27_Gough_Island_100m2_286.jpg,30664.0,4.0,0.0,21.0,280.0,286.0,obs8,-40.334399291386994,-9.924941288276909,335.0,334.0,,False,inf,45
CA,27_Gough_Island_100m2_286.jpg,30664.0,4.0,1.0,269.0,141.0,286.0,obs8,-40.33402469562702,-9.924064528880406,335.0,334.0,,False,inf,46
CA,27_Gough_Island_100m2_286.jpg,30664.0,4.0,2.0,244.0,89.0,286.0,obs8,-40.33388455908372,-9.924152911884084,335.0,334.0,,False,inf,47
CA,27_Gough_Island_100m2_286.jpg,30664.0,4.0,3.0,292.0,15.0,286.0,obs8,-40.33368513400288,-9.92398321651702,335.0,334.0,,False,inf,48
CA,28_Gough_Island_100m2_257.jpg,30687.0,1.0,0.0,59.0,145.0,257.0,obs8,-40.33588219536112,-9.918948160402794,334.0,334.0,13237.0,True,2.89,11
CA,29_Gough_Island_100m2_260.jpg,32344.0,1.0,0.0,308.0,327.0,260.0,obs8,-40.33640068326267,-9.914536411142228,334.0,334.0,,False,inf,16
CA,30_Gough_Island_100m2_224.jpg,32814.0,1.0,0.0,317.0,323.0,224.0,obs8,-40.33819242352856,-9.914528932437005,334.0,335.0,13251.0,True,0.94,17
CB,2_Gough_Island_100m2_56.jpg,56973.0,1.0,0.0,286.0,305.0,56.0,obs3,-40.34809095472512,-9.910060634227008,335.0,334.0,,False,79.2,71
CB,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,231.0,88.0,200.0,obs3,-40.3384122741502,-9.920732266212072,335.0,334.0,13279.0,True,1.87,58
CB,6_Gough_Island_100m2_79.jpg,52572.0,1.0,0.0,328.0,31.0,79.0,obs3,-40.34550349293927,-9.915775662586157,334.0,335.0,13318.0,True,2.62,75
CB,7_Gough_Island_100m2_83.jpg,58810.0,1.0,0.0,110.0,214.0,83.0,obs3,-40.34603389577434,-9.911838406689212,335.0,335.0,13234.0,True,3.91,63
CB,8_Gough_Island_100m2_106.jpg,56699.0,2.0,0.0,160.0,164.0,106.0,obs3,-40.3440593990981,-9.916345315159791,334.0,334.0,13371.0,True,1.93,72
CB,8_Gough_Island_100m2_106.jpg,56699.0,2.0,1.0,120.0,167.0,106.0,obs3,-40.34406748389867,-9.916486748869843,334.0,334.0,,False,13.94,73
CB,9_Gough_Island_100m2_160.jpg,51361.0,1.0,0.0,268.0,271.0,160.0,obs3,-40.34067036698527,-9.925333655796454,334.0,335.0,,False,inf,53
CB,10_Gough_Island_100m2_132.jpg,52003.0,1.0,0.0,237.0,275.0,132.0,obs3,-40.342537316719365,-9.918404347891393,334.0,334.0,13283.0,True,3.52,42
CB,11_Gough_Island_100m2_134.jpg,55581.0,2.0,0.0,314.0,30.0,134.0,obs3,-40.34189845800575,-9.915776454997587,334.0,334.0,13323.0,True,4.64,81
CB,11_Gough_Island_100m2_134.jpg,55581.0,2.0,1.0,110.0,246.0,134.0,obs3,-40.34248056364714,-9.916497747674311,334.0,334.0,13290.0,True,2.97,86
CB,12_Gough_Island_100m2_151.jpg,56763.0,1.0,0.0,47.0,267.0,151.0,obs3,-40.34163453725117,-9.9167082720479,334.0,334.0,,False,66.3,83
CB,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,267.0,51.0,164.0,obs3,-40.34011511160978,-9.920625960919924,335.0,335.0,13269.0,True,0.43,36
CB,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,228.0,165.0,obs3,-40.340601474843695,-9.920019160837562,334.0,335.0,13350.0,True,1.28,34
CB,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,84.0,319.0,166.0,obs3,-40.34085607379447,-9.918920895150826,334.0,335.0,,False,95.54,39
CB,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,83.0,223.0,168.0,obs3,-40.34061605017607,-9.916568810722492,334.0,335.0,13322.0,True,3.03,87
CB,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,216.0,91.0,169.0,obs3,-40.340266938950776,-9.91492248867276,334.0,335.0,13285.0,True,1.42,88
CB,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,163.0,27.0,171.0,obs3,-40.340113083205175,-9.912754258191216,335.0,335.0,,False,29.89,79
CB,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,247.0,29.0,171.0,obs3,-40.34011847307222,-9.912457263148656,335.0,335.0,13295.0,True,4.9,78
CB,20_Gough_Island_100m2_254.jpg,51146.0,3.0,0.0,234.0,155.0,254.0,obs3,-40.33588102469637,-9.92186089278974,334.0,334.0,,False,inf,54
CB,20_Gough_Island_100m2_254.jpg,51146.0,3.0,1.0,122.0,195.0,254.0,obs3,-40.33598882203737,-9.922256859317727,334.0,334.0,,False,inf,57
CB,20_Gough_Island_100m2_254.jpg,51146.0,3.0,2.0,303.0,17.0,254.0,obs3,-40.335509123869926,-9.92161694912518,334.0,334.0,,False,inf,55
CB,21_Gough_Island_100m2_203.jpg,49872.0,1.0,0.0,15.0,302.0,203.0,obs3,-40.33901706992455,-9.917964376615076,335.0,334.0,,False,23.97,29
CB,22_Gough_Island_100m2_204.jpg,54957.0,1.0,0.0,204.0,307.0,204.0,obs3,-40.33903990459217,-9.91611661586497,334.0,334.0,13286.0,True,2.66,28
CB,26_Gough_Island_100m2_240.jpg,31451.0,2.0,0.0,288.0,144.0,240.0,obs3,-40.3367914804276,-9.916971276170376,335.0,334.0,13264.0,True,1.71,20
CB,26_Gough_Island_100m2_240.jpg,31451.0,2.0,1.0,198.0,149.0,240.0,obs3,-40.336804955095225,-9.917289467992134,335.0,334.0,13306.0,True,1.05,19
CB,28_Gough_Island_100m2_257.jpg,30687.0,1.0,0.0,58.0,145.0,257.0,obs3,-40.33588219536112,-9.918951695819697,334.0,334.0,13237.0,True,3.19,11
EB,2_Gough_Island_100m2_56.jpg,56973.0,1.0,0.0,285.0,304.0,56.0,obs1,-40.34808825979159,-9.910064170261178,335.0,334.0,,False,78.78,71
EB,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,231.0,88.0,200.0,obs1,-40.3384122741502,-9.920732266212072,335.0,334.0,13279.0,True,1.87,58
EB,6_Gough_Island_100m2_79.jpg,52572.0,1.0,0.0,328.0,31.0,79.0,obs1,-40.34550349293927,-9.915775662586157,334.0,335.0,13318.0,True,2.62,75
EB,7_Gough_Island_100m2_83.jpg,58810.0,2.0,0.0,204.0,260.0,83.0,obs1,-40.34615786271649,-9.911506028405448,335.0,335.0,,False,27.84,62
EB,7_Gough_Island_100m2_83.jpg,58810.0,2.0,1.0,110.0,214.0,83.0,obs1,-40.34603389577434,-9.911838406689212,335.0,335.0,13234.0,True,3.91,63
EB,8_Gough_Island_100m2_106.jpg,56699.0,1.0,0.0,159.0,164.0,106.0,obs1,-40.3440593990981,-9.916348851002542,334.0,334.0,13371.0,True,2.22,72
EB,10_Gough_Island_100m2_132.jpg,52003.0,1.0,0.0,237.0,275.0,132.0,obs1,-40.342537316719365,-9.918404347891393,334.0,334.0,13283.0,True,3.52,42
EB,11_Gough_Island_100m2_134.jpg,55581.0,2.0,0.0,109.0,245.0,134.0,obs1,-40.342477868713615,-9.916501283422727,334.0,334.0,13290.0,True,3.32,86
EB,11_Gough_Island_100m2_134.jpg,55581.0,2.0,1.0,314.0,30.0,134.0,obs1,-40.34189845800575,-9.915776454997587,334.0,334.0,13323.0,True,4.64,81
EB,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,267.0,52.0,164.0,obs1,-40.3401178065433,-9.920625960919924,335.0,335.0,13269.0,True,0.47,36
EB,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,228.0,165.0,obs1,-40.340601474843695,-9.920019160837562,334.0,335.0,13350.0,True,1.28,34
EB,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,82.0,222.0,168.0,obs1,-40.34061335524255,-9.91657234637644,334.0,335.0,13322.0,True,3.41,87
EB,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,216.0,90.0,169.0,obs1,-40.34026424401725,-9.91492248867276,334.0,335.0,13285.0,True,1.3,88
EB,18_Gough_Island_100m2_171.jpg,55973.0,1.0,0.0,247.0,28.0,171.0,obs1,-40.340115778138696,-9.912457263148656,335.0,335.0,13295.0,True,5.0,78
EB,23_Gough_Island_100m2_222.jpg,57986.0,1.0,0.0,224.0,222.0,222.0,obs1,-40.33789886524254,-9.917213225379818,335.0,335.0,13331.0,True,5.82,24
EB,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,288.0,143.0,240.0,obs1,-40.33678878549407,-9.916971276170376,335.0,334.0,13264.0,True,1.65,20
EB,28_Gough_Island_100m2_257.jpg,30687.0,1.0,0.0,58.0,144.0,257.0,obs1,-40.3358795004276,-9.918951695819697,334.0,334.0,13237.0,True,3.13,11
EP,1_Gough_Island_100m2_259.jpg,52903.0,3.0,0.0,138.0,24.0,259.0,obs5,-40.3355747984046,-9.916313402332412,334.0,334.0,,False,43.96,12
EP,1_Gough_Island_100m2_259.jpg,52903.0,3.0,1.0,57.0,97.0,259.0,obs5,-40.33577152855192,-9.91659977118078,334.0,334.0,,False,51.28,14
EP,1_Gough_Island_100m2_259.jpg,52903.0,3.0,2.0,112.0,108.0,259.0,obs5,-40.3358011728207,-9.91640532319732,334.0,334.0,,False,34.56,13
EP,2_Gough_Island_100m2_56.jpg,56973.0,2.0,0.0,286.0,304.0,56.0,obs5,-40.34808825979159,-9.910060634227008,335.0,334.0,,False,78.98,71
EP,2_Gough_Island_100m2_56.jpg,56973.0,2.0,1.0,110.0,302.0,56.0,obs5,-40.34808286992454,-9.910682976241157,335.0,334.0,,False,56.29,70
EP,3_Gough_Island_100m2_57.jpg,61766.0,1.0,0.0,3.0,187.0,57.0,obs5,-40.34778221256917,-9.90988516189603,334.0,334.0,13230.0,True,4.08,67
EP,4_Gough_Island_100m2_147.jpg,49628.0,1.0,0.0,108.0,100.0,147.0,obs5,-40.341147073352495,-9.921200374492033,335.0,334.0,,False,inf,37
EP,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,231.0,87.0,200.0,obs5,-40.33840957921667,-9.920732266212072,335.0,334.0,13279.0,True,2.17,58
EP,6_Gough_Island_100m2_79.jpg,52572.0,2.0,0.0,328.0,31.0,79.0,obs5,-40.34550349293927,-9.915775662586157,334.0,335.0,13318.0,True,2.62,75
EP,6_Gough_Island_100m2_79.jpg,52572.0,2.0,1.0,194.0,29.0,79.0,obs5,-40.345498103072224,-9.916249478175958,334.0,335.0,,False,28.77,76
EP,7_Gough_Island_100m2_83.jpg,58810.0,2.0,0.0,110.0,214.0,83.0,obs5,-40.34603389577434,-9.911838406689212,335.0,335.0,13234.0,True,3.91,63
EP,7_Gough_Island_100m2_83.jpg,58810.0,2.0,1.0,204.0,260.0,83.0,obs5,-40.34615786271649,-9.911506028405448,335.0,335.0,,False,27.84,62
EP,8_Gough_Island_100m2_106.jpg,56699.0,1.0,0.0,159.0,164.0,106.0,obs5,-40.3440593990981,-9.916348851002542,334.0,334.0,13371.0,True,2.22,72
EP,10_Gough_Island_100m2_132.jpg,52003.0,3.0,0.0,237.0,274.0,132.0,obs5,-40.34253462178584,-9.918404347891393,334.0,334.0,13283.0,True,3.69,42
EP,10_Gough_Island_100m2_132.jpg,52003.0,3.0,1.0,171.0,216.0,132.0,obs5,-40.34237831564139,-9.918637707212776,334.0,334.0,,False,17.19,43
EP,10_Gough_Island_100m2_132.jpg,52003.0,3.0,2.0,114.0,6.0,132.0,obs5,-40.34181237960115,-9.918839244808517,334.0,334.0,,False,48.29,41
EP,11_Gough_Island_100m2_134.jpg,55581.0,4.0,0.0,109.0,245.0,134.0,obs5,-40.342477868713615,-9.916501283422727,334.0,334.0,13290.0,True,3.32,86
EP,11_Gough_Island_100m2_134.jpg,55581.0,4.0,1.0,315.0,29.0,134.0,obs5,-40.34189576307222,-9.915772919249171,334.0,334.0,13323.0,True,4.22,81
EP,11_Gough_Island_100m2_134.jpg,55581.0,4.0,2.0,30.0,212.0,134.0,obs5,-40.342388935907294,-9.91678060754754,334.0,334.0,,False,28.92,85
EP,11_Gough_Island_100m2_134.jpg,55581.0,4.0,3.0,288.0,124.0,134.0,obs5,-40.342151781757096,-9.915868384456386,334.0,334.0,,False,33.53,82
EP,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,268.0,51.0,164.0,obs5,-40.34011511160978,-9.920622425267938,335.0,335.0,13269.0,True,0.16,36
EP,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,228.0,165.0,obs5,-40.340601474843695,-9.920019160837562,334.0,335.0,13350.0,True,1.28,34
EP,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,84.0,318.0,166.0,obs5,-40.34085337886094,-9.918920895150826,334.0,335.0,,False,95.25,39
EP,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,82.0,222.0,168.0,obs5,-40.34061335524255,-9.91657234637644,334.0,335.0,13322.0,True,3.41,87
EP,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,216.0,90.0,169.0,obs5,-40.34026424401725,-9.91492248867276,334.0,335.0,13285.0,True,1.3,88
EP,18_Gough_Island_100m2_171.jpg,55973.0,3.0,0.0,164.0,27.0,171.0,obs5,-40.340113083205175,-9.912750722535948,335.0,335.0,,False,29.59,79
EP,18_Gough_Island_100m2_171.jpg,55973.0,3.0,1.0,248.0,28.0,171.0,obs5,-40.340115778138696,-9.912453727493386,335.0,335.0,13295.0,True,4.73,78
EP,18_Gough_Island_100m2_171.jpg,55973.0,3.0,2.0,98.0,30.0,171.0,obs5,-40.34012116800575,-9.912984075783676,335.0,335.0,,False,49.3,80
EP,19_Gough_Island_100m2_199.jpg,51385.0,1.0,0.0,217.0,129.0,199.0,obs5,-40.33851338642472,-9.921957784124062,334.0,334.0,,False,54.45,60
EP,20_Gough_Island_100m2_254.jpg,51146.0,1.0,0.0,305.0,129.0,254.0,obs5,-40.33581095642472,-9.92160987829432,334.0,334.0,,False,inf,56
EP,21_Gough_Island_100m2_203.jpg,49872.0,3.0,0.0,15.0,302.0,203.0,obs5,-40.33901706992455,-9.917964376615076,335.0,334.0,,False,23.97,29
EP,21_Gough_Island_100m2_203.jpg,49872.0,3.0,1.0,260.0,313.0,203.0,obs5,-40.33904671419332,-9.91709816466131,335.0,334.0,,False,55.14,31
EP,21_Gough_Island_100m2_203.jpg,49872.0,3.0,2.0,156.0,107.0,203.0,obs5,-40.33849155788717,-9.917465862796783,335.0,334.0,,False,50.94,32
EP,22_Gough_Island_100m2_204.jpg,54957.0,3.0,0.0,203.0,305.0,204.0,obs5,-40.33903451472512,-9.916120151424456,334.0,334.0,13286.0,True,3.31,28
EP,22_Gough_Island_100m2_204.jpg,54957.0,3.0,1.0,119.0,150.0,204.0,obs5,-40.338616800028746,-9.916417138421233,334.0,334.0,,False,56.1,27
EP,22_Gough_Island_100m2_204.jpg,54957.0,3.0,2.0,321.0,159.0,204.0,obs5,-40.33864105443048,-9.915702955405171,334.0,334.0,13338.0,True,3.32,26
EP,23_Gough_Island_100m2_222.jpg,57986.0,4.0,0.0,127.0,113.0,222.0,obs5,-40.33760511748832,-9.91755617001445,335.0,335.0,,False,24.54,22
EP,23_Gough_Island_100m2_222.jpg,57986.0,4.0,1.0,224.0,222.0,222.0,obs5,-40.33789886524254,-9.917213225379818,335.0,335.0,13331.0,True,5.82,24
EP,23_Gough_Island_100m2_222.jpg,57986.0,4.0,2.0,122.0,143.0,222.0,obs5,-40.33768596549407,-9.917573847572935,335.0,335.0,,False,21.23,23
EP,23_Gough_Island_100m2_222.jpg,57986.0,4.0,3.0,71.0,178.0,222.0,obs5,-40.33778028816744,-9.917754158669496,335.0,335.0,,False,35.43,21
EP,25_Gough_Island_100m2_239.jpg,51683.0,1.0,0.0,173.0,214.0,239.0,obs5,-40.336970755774345,-9.918557364694228,334.0,334.0,,False,16.28,5
EP,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,288.0,143.0,240.0,obs5,-40.33678878549407,-9.916971276170376,335.0,334.0,13264.0,True,1.65,20
EP,28_Gough_Island_100m2_257.jpg,30687.0,3.0,0.0,59.0,144.0,257.0,obs5,-40.3358795004276,-9.918948160402794,334.0,334.0,13237.0,True,2.84,11
EP,28_Gough_Island_100m2_257.jpg,30687.0,3.0,1.0,120.0,218.0,257.0,obs5,-40.33607892550844,-9.918732499971783,334.0,334.0,13263.0,True,0.83,10
EP,28_Gough_Island_100m2_257.jpg,30687.0,3.0,2.0,218.0,132.0,257.0,obs5,-40.335847161225296,-9.918386029115409,334.0,334.0,,False,38.33,9
EP,29_Gough_Island_100m2_260.jpg,32344.0,1.0,0.0,308.0,327.0,260.0,obs5,-40.33640068326267,-9.914536411142228,334.0,334.0,,False,inf,16
HC,1_Gough_Island_100m2_259.jpg,52903.0,1.0,0.0,137.0,24.0,259.0,obs2,-40.3355747984046,-9.916316937750294,334.0,334.0,,False,44.13,12
HC,2_Gough_Island_100m2_56.jpg,56973.0,1.0,0.0,286.0,305.0,56.0,obs2,-40.34809095472512,-9.910060634227008,335.0,334.0,,False,79.2,71
HC,3_Gough_Island_100m2_57.jpg,61766.0,1.0,0.0,155.0,168.0,57.0,obs2,-40.3477310088322,-9.909347684628202,334.0,334.0,,False,44.09,64
HC,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,231.0,87.0,200.0,obs2,-40.33840957921667,-9.920732266212072,335.0,334.0,13279.0,True,2.17,58
HC,6_Gough_Island_100m2_79.jpg,52572.0,2.0,0.0,328.0,31.0,79.0,obs2,-40.34550349293927,-9.915775662586157,334.0,335.0,13318.0,True,2.62,75
HC,6_Gough_Island_100m2_79.jpg,52572.0,2.0,1.0,270.0,90.0,79.0,obs2,-40.34566249401725,-9.91598074694592,334.0,335.0,13244.0,True,2.15,77
HC,7_Gough_Island_100m2_83.jpg,58810.0,1.0,0.0,110.0,213.0,83.0,obs2,-40.34603120084082,-9.911838406689212,335.0,335.0,13234.0,True,4.15,63
HC,8_Gough_Island_100m2_106.jpg,56699.0,2.0,0.0,159.0,164.0,106.0,obs2,-40.3440593990981,-9.916348851002542,334.0,334.0,13371.0,True,2.22,72
HC,8_Gough_Island_100m2_106.jpg,56699.0,2.0,1.0,226.0,143.0,106.0,obs2,-40.34400280549407,-9.916111949538204,334.0,334.0,13344.0,True,1.84,74
HC,10_Gough_Island_100m2_132.jpg,52003.0,1.0,0.0,237.0,274.0,132.0,obs2,-40.34253462178584,-9.918404347891393,334.0,334.0,13283.0,True,3.69,42
HC,11_Gough_Island_100m2_134.jpg,55581.0,2.0,0.0,315.0,29.0,134.0,obs2,-40.34189576307222,-9.915772919249171,334.0,334.0,13323.0,True,4.22,81
HC,11_Gough_Island_100m2_134.jpg,55581.0,2.0,1.0,109.0,246.0,134.0,obs2,-40.34248056364714,-9.916501283422727,334.0,334.0,13290.0,True,3.27,86
HC,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,267.0,51.0,164.0,obs2,-40.34011511160978,-9.920625960919924,335.0,335.0,13269.0,True,0.43,36
HC,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,228.0,165.0,obs2,-40.340601474843695,-9.920019160837562,334.0,335.0,13350.0,True,1.28,34
HC,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,85.0,318.0,166.0,obs2,-40.34085337886094,-9.91891735949786,334.0,335.0,,False,95.31,39
HC,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,82.0,223.0,168.0,obs2,-40.34061605017607,-9.91657234637644,334.0,335.0,13322.0,True,3.32,87
HC,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,216.0,91.0,169.0,obs2,-40.340266938950776,-9.91492248867276,334.0,335.0,13285.0,True,1.42,88
HC,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,247.0,28.0,171.0,obs2,-40.340115778138696,-9.912457263148656,335.0,335.0,13295.0,True,5.0,78
HC,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,163.0,27.0,171.0,obs2,-40.340113083205175,-9.912754258191216,335.0,335.0,,False,29.89,79
HC,19_Gough_Island_100m2_199.jpg,51385.0,1.0,0.0,41.0,202.0,199.0,obs2,-40.338710116572045,-9.92258004216169,334.0,334.0,13370.0,True,3.72,61
HC,21_Gough_Island_100m2_203.jpg,49872.0,1.0,0.0,156.0,106.0,203.0,obs2,-40.338488862953646,-9.917465862796783,335.0,334.0,,False,51.21,32
HC,22_Gough_Island_100m2_204.jpg,54957.0,2.0,0.0,204.0,306.0,204.0,obs2,-40.33903720965864,-9.91611661586497,334.0,334.0,13286.0,True,2.89,28
HC,22_Gough_Island_100m2_204.jpg,54957.0,2.0,1.0,322.0,159.0,204.0,obs2,-40.33864105443048,-9.915699419845687,334.0,334.0,13338.0,True,3.23,26
